id,project_id,project_name,project_desc,user_id,deadline,project_category,imgUrl
"139,139,""Open World Real Estate Agent"",""Menawarkan jasa agen properti dalam dunia terbuka game untuk pemain"",8,""2023-12-30T00:00:00Z"",""OpenWorld"",""https://i.imgur.com/1815742.jpg"""
"140,140,""Virtual Reality Skiing Adventure"",""Petualangan ski virtual dalam dunia terbuka game dengan pengalaman VR"",21,""2023-01-05T00:00:00Z"",""Sports"",""https://i.imgur.com/5y377j3.jpg"""
"141,141,""RPG Dungeon Master Services"",""Menyediakan pemandu untuk sesi permainan Dungeons & Dragons virtual"",25,""2023-12-25T00:00:00Z"",""Adventure"",""https://i.imgur.com/1815742.jpg"""
"142,142,""Moba Team Strategy Coaching"",""Bimbingan dalam pengembangan strategi tim untuk permainan Moba"",1,""2023-12-30T00:00:00Z"",""Moba"",""https://i.imgur.com/5y377j3.jpg"""
"143,143,""Horror Game Let's Play Partner"",""Menjadi mitra bermain dalam seri Let's Play untuk game horor"",7,""2023-01-05T00:00:00Z"",""Horor"",""https://i.imgur.com/1815742.jpg"""
"144,144,""Open World Mythical Creature Tours"",""Tur untuk melihat makhluk mitos dalam dunia terbuka game"",8,""2023-12-25T00:00:00Z"",""OpenWorld"",""https://i.imgur.com/5y377j3.jpg"""
"145,145,""Sports Team Analysis for eSports"",""Analisis kinerja tim olahraga virtual untuk meningkatkan performa"",21,""2023-12-30T00:00:00Z"",""Sports"",""https://i.imgur.com/1815742.jpg"""
"146,146,""Puzzle Game Speedrun Training"",""Pelatihan untuk menyelesaikan teka-teki game secepat mungkin"",22,""2023-01-05T00:00:00Z"",""Puzzle"",""https://i.imgur.com/5y377j3.jpg"""
"147,147,""FPS Weapon Attachment Customization"",""Kustomisasi lampiran senjata untuk meningkatkan performa dalam game FPS"",18,""2023-12-25T00:00:00Z"",""FPS"",""https://i.imgur.com/1815742.jpg"""
"148,148,""Battle Royale Clan Recruitment Agency"",""Membantu pemain Battle Royale mencari dan bergabung dengan klan"",24,""2023-12-30T00:00:00Z"",""BattleRoyal"",""https://i.imgur.com/5y377j3.jpg"""
"149,149,""Adventure Game Fan Fiction Writing"",""Menulis cerita tambahan dan fiksi untuk game petualangan"",11,""2023-01-05T00:00:00Z"",""Adventure"",""https://i.imgur.com/1815742.jpg"""
"150,150,""Chess Opening Repertoire Consultation"",""Konsultasi pembukaan catur untuk meningkatkan strategi pembukaan"",9,""2023-12-25T00:00:00Z"",""Puzzle"",""https://i.imgur.com/5y377j3.jpg"""
"151,151,""Moba Live Commentary"",""Memberikan komentar langsung saat bermain dalam pertandingan Moba"",1,""2023-12-30T00:00:00Z"",""Moba"",""https://i.imgur.com/1815742.jpg"""
"152,152,""Open World Culinary Exploration"",""Menyajikan tur virtual untuk mencicipi makanan dalam dunia terbuka game"",8,""2023-01-05T00:00:00Z"",""OpenWorld"",""https://i.imgur.com/5y377j3.jpg"""
"153,153,""Sports Yoga Instructor in VR"",""Instruktur yoga virtual untuk meningkatkan kesehatan pemain olahraga virtual"",21,""2023-12-25T00:00:00Z"",""Sports"",""https://i.imgur.com/1815742.jpg"""
"154,154,""Horror Game Live Reaction Companion"",""Menemani pemain dengan reaksi langsung saat bermain game horor"",7,""2023-12-30T00:00:00Z"",""Horor"",""https://i.imgur.com/5y377j3.jpg"""
"155,155,""FPS Sniper Duo Challenge"",""Tantangan duo sniping untuk meningkatkan kerjasama dalam game FPS"",18,""2023-01-05T00:00:00Z"",""FPS"",""https://i.imgur.com/1815742.jpg"""
"156,156,""Battle Royale Loot Trading Marketplace"",""Platform perdagangan loot untuk pemain Battle Royale"",24,""2023-12-25T00:00:00Z"",""BattleRoyal"",""https://i.imgur.com/5y377j3.jpg"""
"157,157,""Adventure Game Concept Art Commission"",""Menghasilkan seni konsep khusus untuk game petualangan"",11,""2023-12-30T00:00:00Z"",""Adventure"",""https://i.imgur.com/1815742.jpg"""
"158,158,""Puzzle Game Cooperative Challenges"",""Menyediakan tantangan kooperatif untuk pemain yang ingin bekerja sama"",22,""2023-01-05T00:00:00Z"",""Puzzle"",""https://i.imgur.com/5y377j3.jpg"""
"159,159,""Open World Environmental Conservation Quests"",""Misi konservasi lingkungan dalam dunia terbuka game"",8,""2023-12-25T00:00:00Z"",""OpenWorld"",""https://i.imgur.com/1815742.jpg"""
"160,160,""Sports Esports Betting Tips"",""Memberikan tips taruhan esports khususnya untuk olahraga virtual"",21,""2023-01-05T00:00:00Z"",""Sports"",""https://i.imgur.com/5y377j3.jpg"""
"161,161,""RPG Storyline Consulting"",""Konsultasi pengembangan alur cerita untuk pemain game RPG"",3,""2023-12-25T00:00:00Z"",""RPG"",""https://i.imgur.com/5y377j3.jpg"""
"162,162,""Moba Tournament Strategy Coach"",""Pelatih strategi turnamen Moba untuk tim kompetitif"",1,""2023-12-30T00:00:00Z"",""Moba"",""https://i.imgur.com/1815742.jpg"""
"163,163,""Horror Game VR Immersion Guide"",""Memandu pemain untuk pengalaman imersif dalam game horor virtual reality"",7,""2023-01-05T00:00:00Z"",""Horor"",""https://i.imgur.com/5y377j3.jpg"""
"164,164,""Open World Wildlife Photography"",""Tur fotografi satwa liar dalam dunia terbuka game"",8,""2023-12-25T00:00:00Z"",""OpenWorld"",""https://i.imgur.com/1815742.jpg"""
"165,165,""Sports Nutritionist for Esports"",""Ahli gizi khusus untuk meningkatkan kinerja pemain olahraga virtual"",21,""2023-12-30T00:00:00Z"",""Sports"",""https://i.imgur.com/5y377j3.jpg"""
"166,166,""Puzzle Game Art Puzzle Design"",""Desain puzzle seni khusus untuk game teka-teki"",22,""2023-01-05T00:00:00Z"",""Puzzle"",""https://i.imgur.com/1815742.jpg"""
"167,167,""FPS Combat Training Bootcamp"",""Bootcamp pelatihan pertempuran untuk meningkatkan keterampilan tempur FPS"",18,""2023-12-25T00:00:00Z"",""FPS"",""https://i.imgur.com/5y377j3.jpg"""
"168,168,""Battle Royale Streamer Collaboration"",""Kolaborasi dengan streamer untuk pertunjukan live dalam game Battle Royale"",24,""2023-12-30T00:00:00Z"",""BattleRoyal"",""https://i.imgur.com/1815742.jpg"""
"169,169,""Adventure Game Easter Egg Hunt"",""Tur untuk menemukan rahasia dan easter egg dalam game petualangan"",11,""2023-01-05T00:00:00Z"",""Adventure"",""https://i.imgur.com/5y377j3.jpg"""
"170,170,""Chess Endgame Mastery Program"",""Program penguasaan akhir permainan catur untuk pemain yang serius"",9,""2023-12-25T00:00:00Z"",""Puzzle"",""https://i.imgur.com/1815742.jpg"""
"171,171,""Moba Shoutcaster Services"",""Menyediakan layanan komentator untuk pertandingan Moba"",1,""2023-12-30T00:00:00Z"",""Moba"",""https://i.imgur.com/5y377j3.jpg"""
"172,172,""Open World Historical Reenactment Guide"",""Memandu pemain dalam reenactment sejarah dunia terbuka game"",8,""2023-01-05T00:00:00Z"",""OpenWorld"",""https://i.imgur.com/1815742.jpg"""
"173,173,""Sports Injury Prevention Workshop"",""Workshop pencegahan cedera olahraga untuk pemain olahraga virtual"",21,""2023-12-25T00:00:00Z"",""Sports"",""https://i.imgur.com/5y377j3.jpg"""
"174,174,""Horror Game Soundtrack Composer"",""Menciptakan soundtrack khusus untuk game horor"",7,""2023-12-30T00:00:00Z"",""Horor"",""https://i.imgur.com/1815742.jpg"""
"175,175,""FPS Tactical Gear Consultation"",""Konsultasi peralatan taktis untuk meningkatkan kinerja dalam game FPS"",18,""2023-01-05T00:00:00Z"",""FPS"",""https://i.imgur.com/5y377j3.jpg"""
"176,176,""Battle Royale Victory Celebration Planner"",""Perencanaan acara khusus untuk merayakan kemenangan dalam game Battle Royale"",24,""2023-12-25T00:00:00Z"",""BattleRoyal"",""https://i.imgur.com/1815742.jpg"""
"177,177,""Adventure Game World-Building Workshop"",""Workshop membangun dunia untuk pemain yang ingin menciptakan game petualangan"",11,""2023-12-30T00:00:00Z"",""Adventure"",""https://i.imgur.com/5y377j3.jpg"""
"178,178,""Puzzle Game Mindfulness Meditation"",""Sesi meditasi kebijaksanaan untuk pemain yang ingin bersantai dengan game teka-teki"",22,""2023-01-05T00:00:00Z"",""Puzzle"",""https://i.imgur.com/1815742.jpg"""
"179,179,""Open World Geocaching Services"",""Mengatur kegiatan geocaching virtual dalam dunia terbuka game"",8,""2023-12-25T00:00:00Z"",""OpenWorld"",""https://i.imgur.com/5y377j3.jpg"""
"180,180,""Sports Team Logo Design Commission"",""Mendesain logo khusus untuk tim olahraga virtual"",21,""2023-01-05T00:00:00Z"",""Sports"",""https://i.imgur.com/1815742.jpg"""
"181,181,""RPG Dungeon Master Services"",""Memandu pemain melalui petualangan epik dalam game RPG"",3,""2023-12-25T00:00:00Z"",""RPG"",""https://i.imgur.com/5y377j3.jpg"""
"182,182,""Moba Esports Team Analyst"",""Analisis kinerja tim esports Moba dan memberikan rekomendasi strategi"",1,""2023-12-30T00:00:00Z"",""Moba"",""https://i.imgur.com/1815742.jpg"""
"183,183,""Horror Game Live Reaction Streamer"",""Streamer yang memberikan reaksi langsung saat bermain game horor"",7,""2023-01-05T00:00:00Z"",""Horor"",""https://i.imgur.com/5y377j3.jpg"""
"184,184,""Open World Survival Guide"",""Panduan bertahan hidup dalam dunia terbuka game"",8,""2023-12-25T00:00:00Z"",""OpenWorld"",""https://i.imgur.com/1815742.jpg"""
"185,185,""Sports Psychology Coaching"",""Pelatih psikologi olahraga untuk meningkatkan fokus dan kinerja pemain"",21,""2023-12-30T00:00:00Z"",""Sports"",""https://i.imgur.com/5y377j3.jpg"""
"186,186,""Puzzle Game Level Design Services"",""Membuat desain level khusus untuk game teka-teki"",22,""2023-01-05T00:00:00Z"",""Puzzle"",""https://i.imgur.com/1815742.jpg"""
"187,187,""FPS Weapon Customization Specialist"",""Spesialis kustomisasi senjata FPS untuk meningkatkan kinerja"",18,""2023-12-25T00:00:00Z"",""FPS"",""https://i.imgur.com/5y377j3.jpg"""
"188,188,""Battle Royale In-Game Event Organizer"",""Mengatur acara khusus dan turnamen dalam game Battle Royale"",24,""2023-12-30T00:00:00Z"",""BattleRoyal"",""https://i.imgur.com/1815742.jpg"""
"189,189,""Adventure Game Speedrun Training"",""Pelatihan khusus untuk pemain yang ingin menyelesaikan game petualangan dengan cepat"",11,""2023-01-05T00:00:00Z"",""Adventure"",""https://i.imgur.com/5y377j3.jpg"""
"190,190,""Chess Opening Strategy Workshop"",""Workshop strategi pembukaan catur untuk pemain yang ingin unggul di awal permainan"",9,""2023-12-25T00:00:00Z"",""Puzzle"",""https://i.imgur.com/1815742.jpg"""
"191,191,""Moba Cosplay Costume Designer"",""Perancang kostum cosplay khusus untuk karakter game Moba"",1,""2023-12-30T00:00:00Z"",""Moba"",""https://i.imgur.com/5y377j3.jpg"""
"192,192,""Open World Architecture Consultant"",""Konsultan arsitektur untuk pemain yang ingin membangun struktur dalam dunia terbuka game"",8,""2023-01-05T00:00:00Z"",""OpenWorld"",""https://i.imgur.com/1815742.jpg"""
"193,193,""Sports Game Virtual Marathon Organizer"",""Mengatur maraton virtual dalam game olahraga untuk penggalangan dana"",21,""2023-12-25T00:00:00Z"",""Sports"",""https://i.imgur.com/5y377j3.jpg"""
"194,194,""Horror Game Voice Actor for Jump Scares"",""Pengisi suara khusus untuk adegan jump scares dalam game horor"",7,""2023-12-30T00:00:00Z"",""Horor"",""https://i.imgur.com/1815742.jpg"""
"195,195,""FPS Map Design Specialist"",""Spesialis desain peta FPS untuk menciptakan pengalaman bermain yang unik"",18,""2023-01-05T00:00:00Z"",""FPS"",""https://i.imgur.com/5y377j3.jpg"""
"196,196,""Battle Royale Squad Fashion Stylist"",""Stilis mode untuk merancang penampilan anggota tim dalam game Battle Royale"",24,""2023-12-25T00:00:00Z"",""BattleRoyal"",""https://i.imgur.com/1815742.jpg"""
"197,197,""Adventure Game Quest Writing Services"",""Penulisan cerita dan misi khusus untuk game petualangan"",11,""2023-12-30T00:00:00Z"",""Adventure"",""https://i.imgur.com/5y377j3.jpg"""
"198,198,""Puzzle Game Augmented Reality Challenges"",""Menyediakan tantangan teka-teki menggunakan teknologi augmented reality"",22,""2023-01-05T00:00:00Z"",""Puzzle"",""https://i.imgur.com/1815742.jpg"""
"199,199,""Open World Cooking Classes"",""Kelas memasak virtual dalam dunia terbuka game"",8,""2023-12-25T00:00:00Z"",""OpenWorld"",""https://i.imgur.com/5y377j3.jpg"""
"200,200,""Sports Game Injury Simulation Trainer"",""Pelatih simulasi cedera untuk meningkatkan respons pemain dalam game olahraga"",21,""2023-01-05T00:00:00Z"",""Sports"",""https://i.imgur.com/1815742.jpg"""
"201,201,""RPG Side Quest Guide"",""Memandu pemain melalui berbagai side quest dan misi sampingan dalam game RPG"",3,""2023-12-25T00:00:00Z"",""RPG"",""https://i.imgur.com/5y377j3.jpg"""
"202,202,""Moba Team Coach"",""Melatih dan memberikan strategi kepada tim esports Moba"",1,""2023-12-30T00:00:00Z"",""Moba"",""https://i.imgur.com/1815742.jpg"""
"203,203,""Horror Game Speedrun Specialist"",""Spesialis dalam menyelesaikan game horor dengan cepat"",7,""2023-01-05T00:00:00Z"",""Horor"",""https://i.imgur.com/5y377j3.jpg"""
"204,204,""Open World Travel Blogger"",""Menulis blog perjalanan virtual berdasarkan pengalaman dalam dunia terbuka game"",8,""2023-12-25T00:00:00Z"",""OpenWorld"",""https://i.imgur.com/1815742.jpg"""
"205,205,""Sports Game Physiotherapist"",""Menyediakan layanan fisioterapi virtual untuk pemain game olahraga"",21,""2023-12-30T00:00:00Z"",""Sports"",""https://i.imgur.com/5y377j3.jpg"""
"206,206,""Puzzle Game Beta Tester"",""Menguji versi beta game teka-teki dan memberikan umpan balik"",22,""2023-01-05T00:00:00Z"",""Puzzle"",""https://i.imgur.com/1815742.jpg"""
"207,207,""FPS Sniper Loadout Advisor"",""Memberikan saran tentang loadout dan taktik sniping dalam game FPS"",18,""2023-12-25T00:00:00Z"",""FPS"",""https://i.imgur.com/5y377j3.jpg"""
"208,208,""Battle Royale Livestream Host"",""Menjadi pembawa acara dalam siaran langsung game Battle Royale"",24,""2023-12-30T00:00:00Z"",""BattleRoyal"",""https://i.imgur.com/1815742.jpg"""
"209,209,""Adventure Game Story Consultant"",""Memberikan saran dan ide untuk pengembangan cerita dalam game petualangan"",11,""2023-01-05T00:00:00Z"",""Adventure"",""https://i.imgur.com/5y377j3.jpg"""
"210,210,""Chess Endgame Tactics Tutor"",""Tutor untuk membantu pemain menguasai taktik endgame dalam permainan catur"",9,""2023-12-25T00:00:00Z"",""Puzzle"",""https://i.imgur.com/1815742.jpg"""
"211,211,""Moba In-Game Statistician"",""Menganalisis statistik kinerja pemain dan tim esports Moba"",1,""2023-12-30T00:00:00Z"",""Moba"",""https://i.imgur.com/5y377j3.jpg"""
"212,212,""Open World Environmental Scientist"",""Mempelajari dan menganalisis ekosistem dalam dunia terbuka game"",8,""2023-01-05T00:00:00Z"",""OpenWorld"",""https://i.imgur.com/1815742.jpg"""
"213,213,""Sports Game Nutritionist"",""Menyediakan saran nutrisi virtual untuk meningkatkan performa pemain game olahraga"",21,""2023-12-25T00:00:00Z"",""Sports"",""https://i.imgur.com/5y377j3.jpg"""
"214,214,""Horror Game Soundtrack Composer"",""Menciptakan musik latar khusus untuk game horor"",7,""2023-12-30T00:00:00Z"",""Horor"",""https://i.imgur.com/1815742.jpg"""
"215,215,""FPS Game Tactical Strategist"",""Merancang strategi taktis khusus untuk pemain game FPS"",18,""2023-01-05T00:00:00Z"",""FPS"",""https://i.imgur.com/5y377j3.jpg"""
"216,216,""Battle Royale Fashion Influencer"",""Mempromosikan tren mode dalam game Battle Royale"",24,""2023-12-25T00:00:00Z"",""BattleRoyal"",""https://i.imgur.com/1815742.jpg"""
"217,217,""Adventure Game World Builder"",""Membantu dalam membangun dunia baru untuk game petualangan"",11,""2023-12-30T00:00:00Z"",""Adventure"",""https://i.imgur.com/5y377j3.jpg"""
"218,218,""Puzzle Game Level Editor"",""Mengedit dan membuat level baru untuk game teka-teki"",22,""2023-01-05T00:00:00Z"",""Puzzle"",""https://i.imgur.com/1815742.jpg"""
"219,219,""Open World Wildlife Photographer"",""Menjadi fotografer virtual untuk mengabadikan kehidupan liar dalam dunia terbuka game"",8,""2023-12-25T00:00:00Z"",""OpenWorld"",""https://i.imgur.com/5y377j3.jpg"""
"220,220,""Sports Game Analyst"",""Menganalisis permainan dan memberikan wawasan taktis untuk pemain game olahraga"",21,""2023-01-05T00:00:00Z"",""Sports"",""https://i.imgur.com/1815742.jpg"""
"221,221,""RPG Lore Explorer"",""Menyelami dan menjelaskan lore dalam game RPG kepada pemain"",3,""2023-12-25T00:00:00Z"",""RPG"",""https://i.imgur.com/5y377j3.jpg"""
"222,222,""Moba Drafting Strategist"",""Merancang strategi pemilihan hero dalam game esports Moba"",1,""2023-12-30T00:00:00Z"",""Moba"",""https://i.imgur.com/1815742.jpg"""
"223,223,""Horror Game Beta Tester"",""Menguji versi beta game horor dan memberikan umpan balik"",7,""2023-01-05T00:00:00Z"",""Horor"",""https://i.imgur.com/5y377j3.jpg"""
"224,224,""Open World Archaeologist"",""Menggali dan mendokumentasikan artefak virtual dalam dunia terbuka game"",8,""2023-12-25T00:00:00Z"",""OpenWorld"",""https://i.imgur.com/1815742.jpg"""
"225,225,""Sports Game Psychologist"",""Memberikan dukungan psikologis untuk meningkatkan performa pemain game olahraga"",21,""2023-12-30T00:00:00Z"",""Sports"",""https://i.imgur.com/5y377j3.jpg"""
"226,226,""Puzzle Game Level Tester"",""Menguji tingkat kesulitan dan kecerdasan dalam game teka-teki"",22,""2023-01-05T00:00:00Z"",""Puzzle"",""https://i.imgur.com/1815742.jpg"""
"227,227,""FPS Gunsmith Specialist"",""Memberikan saran tentang penyesuaian senjata dan peralatan dalam game FPS"",18,""2023-12-25T00:00:00Z"",""FPS"",""https://i.imgur.com/5y377j3.jpg"""
"228,228,""Battle Royale Event Coordinator"",""Merencanakan dan melaksanakan acara khusus dalam game Battle Royale"",24,""2023-12-30T00:00:00Z"",""BattleRoyal"",""https://i.imgur.com/1815742.jpg"""
"229,229,""Adventure Game Dialogue Writer"",""Menulis dialog dan cerita untuk game petualangan"",11,""2023-01-05T00:00:00Z"",""Adventure"",""https://i.imgur.com/5y377j3.jpg"""
"230,230,""Chess Opening Strategy Analyst"",""Menganalisis dan memberikan strategi pembukaan untuk permainan catur"",9,""2023-12-25T00:00:00Z"",""Puzzle"",""https://i.imgur.com/1815742.jpg"""
"231,231,""Moba Esports Shoutcaster"",""Menjadi narator dalam pertandingan esports Moba"",1,""2023-12-30T00:00:00Z"",""Moba"",""https://i.imgur.com/5y377j3.jpg"""
"232,232,""Open World Weather Forecaster"",""Memberikan ramalan cuaca virtual dalam dunia terbuka game"",8,""2023-01-05T00:00:00Z"",""OpenWorld"",""https://i.imgur.com/1815742.jpg"""
"233,233,""Sports Game Yoga Instructor"",""Menyediakan panduan yoga virtual untuk pemain game olahraga"",21,""2023-12-25T00:00:00Z"",""Sports"",""https://i.imgur.com/5y377j3.jpg"""
"234,234,""Horror Game Narrative Designer"",""Merancang alur cerita dan elemen naratif untuk game horor"",7,""2023-12-30T00:00:00Z"",""Horor"",""https://i.imgur.com/1815742.jpg"""
"235,235,""FPS Game Map Designer"",""Mendesain peta dan lingkungan untuk game FPS"",18,""2023-01-05T00:00:00Z"",""FPS"",""https://i.imgur.com/5y377j3.jpg"""
"236,236,""Battle Royale Cosplay Consultant"",""Memberikan saran dan panduan untuk cosplay karakter dalam game Battle Royale"",24,""2023-12-25T00:00:00Z"",""BattleRoyal"",""https://i.imgur.com/1815742.jpg"""
"237,237,""Adventure Game Sound Effects Creator"",""Menciptakan efek suara khusus untuk game petualangan"",11,""2023-12-30T00:00:00Z"",""Adventure"",""https://i.imgur.com/5y377j3.jpg"""
"238,238,""Puzzle Game Puzzle Designer"",""Merancang teka-teki dan puzzle untuk game teka-teki"",22,""2023-01-05T00:00:00Z"",""Puzzle"",""https://i.imgur.com/1815742.jpg"""
"239,239,""Open World Botanist"",""Mempelajari dan mengklasifikasikan flora virtual dalam dunia terbuka game"",8,""2023-12-25T00:00:00Z"",""OpenWorld"",""https://i.imgur.com/5y377j3.jpg"""
"240,240,""Sports Game Referee Simulator"",""Memberikan simulasi pengalaman menjadi wasit dalam game olahraga"",21,""2023-01-05T00:00:00Z"",""Sports"",""https://i.imgur.com/1815742.jpg"""
"241,241,""RPG Quest Guide"",""Memberikan panduan langkah demi langkah untuk menyelesaikan quest dalam game RPG"",3,""2023-12-25T00:00:00Z"",""RPG"",""https://i.imgur.com/5y377j3.jpg"""
"242,242,""Moba Team Coach"",""Melatih dan membimbing tim esports Moba untuk meningkatkan kinerja"",1,""2023-12-30T00:00:00Z"",""Moba"",""https://i.imgur.com/1815742.jpg"""
"243,243,""Horror Game Streamer"",""Menyiarkan permainan horor secara langsung dan berinteraksi dengan penonton"",7,""2023-01-05T00:00:00Z"",""Horor"",""https://i.imgur.com/5y377j3.jpg"""
"244,244,""Open World Ecologist"",""Mempelajari dan menyusun ekosistem virtual dalam dunia terbuka game"",8,""2023-12-25T00:00:00Z"",""OpenWorld"",""https://i.imgur.com/1815742.jpg"""
"245,245,""Sports Game Nutritionist"",""Memberikan saran gizi virtual untuk meningkatkan performa pemain game olahraga"",21,""2023-12-30T00:00:00Z"",""Sports"",""https://i.imgur.com/5y377j3.jpg"""
"246,246,""Puzzle Game Storyteller"",""Merangkai cerita menarik di sekitar teka-teki dan puzzle dalam game"",22,""2023-01-05T00:00:00Z"",""Puzzle"",""https://i.imgur.com/1815742.jpg"""
"247,247,""FPS Weapon Skin Designer"",""Merancang desain skin senjata khusus untuk game FPS"",18,""2023-12-25T00:00:00Z"",""FPS"",""https://i.imgur.com/5y377j3.jpg"""
"248,248,""Battle Royale Event Photographer"",""Menangkap momen epik dalam acara khusus game Battle Royale"",24,""2023-12-30T00:00:00Z"",""BattleRoyal"",""https://i.imgur.com/1815742.jpg"""
"249,249,""Adventure Game Scriptwriter"",""Menulis naskah dan dialog untuk game petualangan"",11,""2023-01-05T00:00:00Z"",""Adventure"",""https://i.imgur.com/5y377j3.jpg"""
"250,250,""Chess Endgame Strategist"",""Memberikan strategi akhir permainan untuk pemain catur"",9,""2023-12-25T00:00:00Z"",""Puzzle"",""https://i.imgur.com/1815742.jpg"""
"251,251,""Moba Esports Analyst"",""Menganalisis pertandingan esports Moba untuk memberikan wawasan taktis"",1,""2023-12-30T00:00:00Z"",""Moba"",""https://i.imgur.com/5y377j3.jpg"""
"252,252,""Open World Tourist Guide"",""Menyediakan tur wisata virtual dalam dunia terbuka game"",8,""2023-01-05T00:00:00Z"",""OpenWorld"",""https://i.imgur.com/1815742.jpg"""
"253,253,""Sports Game Physiotherapist"",""Memberikan perawatan fisioterapi virtual untuk pemain game olahraga"",21,""2023-12-25T00:00:00Z"",""Sports"",""https://i.imgur.com/5y377j3.jpg"""
"254,254,""Horror Game Soundtrack Composer"",""Menciptakan musik dan soundtrack atmosferis untuk game horor"",7,""2023-12-30T00:00:00Z"",""Horor"",""https://i.imgur.com/1815742.jpg"""
"255,255,""FPS Map Tester"",""Menguji peta dan desain lingkungan untuk game FPS"",18,""2023-01-05T00:00:00Z"",""FPS"",""https://i.imgur.com/5y377j3.jpg"""
"256,256,""Battle Royale Fashion Stylist"",""Memberikan saran gaya dan penampilan untuk karakter dalam game Battle Royale"",24,""2023-12-25T00:00:00Z"",""BattleRoyal"",""https://i.imgur.com/1815742.jpg"""
"257,257,""Adventure Game Concept Artist"",""Merancang seni konsep dan desain untuk game petualangan"",11,""2023-12-30T00:00:00Z"",""Adventure"",""https://i.imgur.com/5y377j3.jpg"""
"258,258,""Puzzle Game Playtester"",""Menguji keberlanjutan dan kesenangan pemain dalam game teka-teki"",22,""2023-01-05T00:00:00Z"",""Puzzle"",""https://i.imgur.com/1815742.jpg"""
"259,259,""Open World Wildlife Biologist"",""Mempelajari dan memantau kehidupan liar virtual dalam dunia terbuka game"",8,""2023-12-25T00:00:00Z"",""OpenWorld"",""https://i.imgur.com/5y377j3.jpg"""
"260,260,""Sports Game Commentator"",""Menjadi komentator dalam pertandingan game olahraga virtual"",21,""2023-01-05T00:00:00Z"",""Sports"",""https://i.imgur.com/1815742.jpg"""
"261,261,""RPG Party Leader Strategy Guide Final Fantasy XIV"",""Memberikan panduan strategi kepada pemimpin kelompok dalam menjalani petualangan di Final Fantasy XIV"",3,""2023-12-25T00:00:00Z"",""RPG"",""https://i.imgur.com/5y377j3.jpg"""
"262,262,""Moba Drafting Coach League of Legends"",""Melatih pemain Moba dalam proses pemilihan karakter (draft) di League of Legends"",1,""2023-12-30T00:00:00Z"",""Moba"",""https://i.imgur.com/1815742.jpg"""
"263,263,""Horror Game Explorer Resident Evil Village"",""Menjelajahi dan memberikan panduan dalam menghadapi horor di Resident Evil Village"",7,""2023-01-05T00:00:00Z"",""Horor"",""https://i.imgur.com/5y377j3.jpg"""
"264,264,""Open World Archaeologist The Legend of Zelda Breath of the Wild"",""Menggali rahasia dunia terbuka dalam The Legend of Zelda Breath of the Wild"",8,""2023-12-25T00:00:00Z"",""OpenWorld"",""https://i.imgur.com/1815742.jpg"""
"265,265,""Sports Game Tactics Advisor FIFA 23"",""Memberikan saran taktis dan strategi dalam permainan sepak bola virtual di FIFA 23"",21,""2023-12-30T00:00:00Z"",""Sports"",""https://i.imgur.com/5y377j3.jpg"""
"266,266,""Puzzle Game Architect The Witness"",""Merancang dan membangun teka-teki kompleks di The Witness"",22,""2023-01-05T00:00:00Z"",""Puzzle"",""https://i.imgur.com/1815742.jpg"""
"267,267,""FPS Weapon Expert Counter-Strike Global Offensive"",""Memberikan pengetahuan mendalam tentang senjata dalam Counter-Strike Global Offensive"",18,""2023-12-25T00:00:00Z"",""FPS"",""https://i.imgur.com/5y377j3.jpg"""
"268,268,""Battle Royale Event Coordinator Apex Legends"",""Mengatur dan mengelola acara khusus di Apex Legends Battle Royale"",24,""2023-12-30T00:00:00Z"",""BattleRoyal"",""https://i.imgur.com/1815742.jpg"""
"269,269,""Adventure Game Historian The Elder Scrolls V Skyrim"",""Menyusun sejarah dan cerita dalam The Elder Scrolls V Skyrim"",11,""2023-01-05T00:00:00Z"",""Adventure"",""https://i.imgur.com/5y377j3.jpg"""
"270,270,""Chess Opening Specialist Grandmaster Chess"",""Menguasai strategi pembukaan catur untuk pemain Grandmaster Chess"",9,""2023-12-25T00:00:00Z"",""Puzzle"",""https://i.imgur.com/1815742.jpg"""
"271,271,""Moba Esports Interviewer Dota 2"",""Melakukan wawancara dengan pemain dan pelatih dalam dunia esports Moba, khususnya Dota 2"",1,""2023-12-30T00:00:00Z"",""Moba"",""https://i.imgur.com/5y377j3.jpg"""
"272,272,""Open World Chef Stardew Valley"",""Mengelola restoran virtual dan menyajikan hidangan lezat di Stardew Valley"",8,""2023-01-05T00:00:00Z"",""OpenWorld"",""https://i.imgur.com/1815742.jpg"""
"273,273,""Sports Game Psychologist NBA 2K23"",""Memberikan dukungan psikologis untuk pemain dan tim dalam NBA 2K23"",21,""2023-12-25T00:00:00Z"",""Sports"",""https://i.imgur.com/5y377j3.jpg"""
"274,274,""Horror Game Voice Actor Silent Hill 2"",""Menyuarakan karakter dalam permainan horor klasik Silent Hill 2"",7,""2023-12-30T00:00:00Z"",""Horor"",""https://i.imgur.com/1815742.jpg"""
"275,275,""FPS Map Designer Call of Duty Warzone"",""Merancang peta dan lingkungan dalam game FPS, khususnya Call of Duty Warzone"",18,""2023-01-05T00:00:00Z"",""FPS"",""https://i.imgur.com/5y377j3.jpg"""
"276,276,""Battle Royale Makeup Artist Fortnite"",""Memberikan tata rias khusus untuk karakter dalam game Battle Royale, terutama Fortnite"",24,""2023-12-25T00:00:00Z"",""BattleRoyal"",""https://i.imgur.com/1815742.jpg"""
